,runtime,certificate,budget,release_day,release_year,result,Mystery,Romance,Sport,Sci-Fi,Family,Horror,Thriller,Musical,Crime,Drama,Fantasy,War,Animation,Music,Adventure,Action,Comedy,Western,Biography,History
290,90,PG-13,35.0,Friday,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
291,121,PG-13,160.0,Friday,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
292,89,PG-13,18.0,Friday,1997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
293,110,R,40.0,Friday,1997,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,109,R,28.0,Friday,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
296,109,PG-13,20.0,Friday,1997,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
297,107,R,40.0,Friday,1997,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
299,84,PG,15.0,Friday,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,96,R,20.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,134,PG-13,5.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,105,PG-13,10.0,Friday,1997,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
304,88,PG-13,18.0,Friday,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
305,114,R,6.0,Friday,1999,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
306,106,PG-13,33.0,Wednesday,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,106,R,5.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
308,109,R,6.0,Friday,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,130,R,30.0,Wednesday,1997,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311,105,R,5.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,108,PG,31.19,Friday,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
316,87,PG,30.0,Thursday,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
317,95,R,3.0,Friday,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
320,105,R,60.0,Friday,1997,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
321,110,PG,10.0,Friday,1998,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
322,93,PG-13,25.0,Friday,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,113,R,2.7,Friday,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,115,PG-13,50.0,Friday,1997,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
325,97,R,0.025,Friday,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
326,84,R,1.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
328,101,PG-13,20.0,Friday,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
330,98,PG-13,85.0,Friday,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,99,PG,8.0,Friday,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
333,140,R,25.0,Friday,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
338,122,R,16.0,Friday,1997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
339,132,R,10.88,Wednesday,1997,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,86,R,0.74,Friday,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,119,R,20.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,169,R,70.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
353,95,G,120.0,Wednesday,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
354,121,R,12.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
355,117,R,15.0,Friday,1998,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
356,178,PG-13,90.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
358,88,G,90.0,Friday,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
359,103,PG,60.0,Friday,1998,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
360,118,R,18.5,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
361,151,PG-13,140.0,Wednesday,1998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
362,170,R,52.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
363,131,PG-13,60.0,Friday,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
364,119,PG,65.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
365,123,R,25.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
366,124,PG-13,60.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
367,108,R,20.0,Friday,1998,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
368,90,PG-13,23.0,Friday,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369,119,R,23.0,Wednesday,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
370,104,R,15.0,Friday,1998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,120,R,45.0,Friday,1998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,121,PG-13,26.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
373,123,R,48.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
374,100,R,27.0,Friday,1998,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,100,PG-13,18.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
376,99,PG,70.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
377,132,PG-13,35.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
378,136,PG-13,95.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
379,111,R,15.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
380,98,PG-13,33.0,Friday,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
381,93,R,13.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
382,139,PG-13,130.0,Wednesday,1998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
383,120,PG-13,75.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
384,113,PG-13,85.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
385,104,PG-13,75.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
386,115,PG-13,90.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
387,122,R,55.0,Friday,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
388,100,PG-13,10.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
389,114,PG-13,30.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,130,PG-13,80.0,Friday,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
391,111,R,14.0,Friday,1998,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
392,105,R,60.0,Friday,1998,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,86,R,17.0,Wednesday,1998,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,93,R,9.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
395,132,R,90.0,Friday,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
397,103,R,25.0,Friday,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,82,PG-13,17.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
399,111,R,25.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,85,PG-13,71.5,Friday,1998,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
401,84,R,0.06,Friday,1998,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
402,83,PG,105.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
403,121,R,30.0,Friday,1999,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
404,82,R,8.0,Friday,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
405,114,PG,90.0,Friday,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
406,107,R,60.0,Friday,1998,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
407,116,R,70.0,Friday,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
408,114,PG-13,55.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
409,125,PG-13,50.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410,136,R,25.0,Friday,1998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,111,R,60.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
412,108,R,20.0,Friday,1998,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
413,89,R,25.0,Friday,1998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
414,99,R,14.0,Friday,1998,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,140,R,50.0,Wednesday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
416,98,PG-13,70.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
417,134,Unrated,2.2,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
418,99,PG-13,6.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
419,127,R,140.0,Friday,1998,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
420,110,R,1.5,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
421,89,PG-13,60.0,Friday,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
422,103,PG,58.0,Friday,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
423,169,PG-13,60.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
424,134,PG-13,80.0,Friday,1998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425,115,PG-13,75.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,105,R,10.0,Wednesday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
430,100,R,65.0,Friday,1998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,100,R,30.0,Wednesday,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
432,121,PG-13,66.0,Friday,1998,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,172,R,80.0,Friday,1998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
434,113,R,12.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
435,143,R,65.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
436,114,PG,30.0,Friday,1998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
437,98,R,73.0,Friday,1998,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
438,91,R,13.0,Friday,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
442,87,R,6.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
444,124,R,20.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
445,91,R,5.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
446,89,PG-13,2.0,Friday,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
447,113,R,8.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
448,87,R,30.0,Friday,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
449,96,R,14.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,108,R,30.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
453,91,PG,3.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,97,R,70.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
455,96,PG-13,21.0,Friday,1998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
456,104,R,8.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
457,114,R,25.0,Friday,1998,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
460,91,R,35.0,Friday,1998,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
461,91,PG-13,35.0,Wednesday,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
462,93,R,15.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463,127,R,30.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,122,PG-13,27.0,Friday,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
465,114,PG,60.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
466,76,G,15.0,Friday,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
467,100,R,5.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
469,104,R,1.0,Friday,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
471,100,R,20.0,Friday,1998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
485,136,R,63.0,Wednesday,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,136,PG,115.0,Wednesday,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
487,139,R,63.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488,189,R,60.0,Friday,1999,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
489,122,R,15.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,97,PG-13,30.0,Wednesday,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
491,159,R,65.0,Friday,1999,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
492,95,R,11.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,124,PG-13,80.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
494,107,PG-13,40.0,Friday,1999,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
495,127,R,40.0,Friday,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
496,139,R,40.0,Saturday,1999,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
498,124,PG-13,42.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
499,92,G,90.0,Wednesday,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
500,106,R,16.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
501,89,R,10.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,95,PG-13,10.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,97,R,10.5,Friday,1999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,97,R,9.0,Friday,2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
505,188,R,37.0,Friday,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,105,R,100.0,Friday,1999,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507,130,R,10.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
508,95,PG-13,33.0,Friday,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
509,102,PG,45.0,Saturday,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
510,128,PG-13,135.0,Friday,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
511,93,PG-13,34.2,Friday,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
512,108,R,80.0,Friday,1999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
513,107,PG-13,25.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
514,103,R,25.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
515,133,R,38.0,Friday,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,81,R,0.06,Friday,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,88,G,130.0,Friday,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
518,113,PG-13,80.0,Friday,1999,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
519,105,R,60.0,Wednesday,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
520,113,R,13.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
521,122,R,100.0,Wednesday,1999,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
522,105,R,70.0,Friday,1999,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
523,78,PG,90.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
524,84,PG,133.0,Friday,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
525,106,PG-13,170.0,Wednesday,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
526,157,R,90.0,Friday,1999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
527,97,PG-13,15.0,Friday,1999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
528,123,R,40.0,Friday,1999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,118,R,2.0,Friday,2000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
530,86,PG,70.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
531,118,R,82.0,Wednesday,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
532,114,R,75.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
533,121,R,55.0,Friday,1999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
534,121,PG-13,68.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
535,108,PG,25.0,Friday,1999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
536,116,PG-13,11.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
537,118,R,73.0,Friday,1999,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
539,113,R,48.0,Friday,1999,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
540,162,R,55.0,Wednesday,1999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
541,126,PG-13,24.0,Friday,2000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,93,R,37.0,Friday,1999,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,87,R,3.5,Friday,1999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
544,97,PG-13,55.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
545,112,PG-13,35.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
546,82,R,35.0,Friday,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
547,100,R,90.0,Friday,1999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
548,81,R,21.0,Wednesday,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
549,132,PG,100.0,Friday,1999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
550,85,R,1.2,Friday,2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
551,113,PG-13,66.0,Friday,1999,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
552,112,G,10.0,Wednesday,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
553,102,R,20.0,Friday,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
554,95,R,34.0,Friday,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
555,117,R,31.0,Friday,1999,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
556,112,R,15.0,Wednesday,1999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
557,81,PG-13,34.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,146,R,50.0,Friday,2000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
559,137,PG-13,80.0,Friday,1999,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560,100,R,16.0,Friday,1999,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
561,92,R,25.0,Friday,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
562,97,PG,12.0,Friday,1999,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
563,99,R,12.0,Friday,1999,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,75,G,80.0,Friday,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
565,101,R,12.0,Friday,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
566,105,PG-13,75.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,124,R,33.0,Friday,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
568,103,R,80.0,Friday,1999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
569,142,R,22.0,Friday,1999,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
570,88,R,17.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,116,R,95.0,Friday,1999,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
572,94,PG,65.0,Friday,1999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573,116,PG,70.0,Friday,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
575,93,PG-13,65.0,Friday,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
576,103,R,29.0,Friday,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
